{-0.000000, -0.137481, -0.520680, 0.986661, -0.465981, 0.137481}, 
{-0.000000, -0.144010, -0.509871, 0.984535, -0.474664, 0.144010}, 
{-0.000000, -0.148922, -0.500831, 0.982656, -0.481825, 0.148922}, 
{-0.000000, -0.152481, -0.493191, 0.981144, -0.487954, 0.152481}, 
{-0.000000, -0.154875, -0.486612, 0.980055, -0.493443, 0.154875}, 
{-0.000000, -0.156233, -0.480788, 0.979411, -0.498623, 0.156233}, 
{-0.000000, -0.156626, -0.475433, 0.979220, -0.503787, 0.156626}, 
{-0.000000, -0.156075, -0.470271, 0.979484, -0.509213, 0.156075}, 
{-0.000000, -0.154551, -0.465022, 0.980199, -0.515177, 0.154551}, 
{-0.000000, -0.151973, -0.459387, 0.981355, -0.521968, 0.151973}, 
{-0.000000, -0.148204, -0.453027, 0.982925, -0.529898, 0.148204}, 
{-0.000000, -0.143042, -0.445535, 0.984843, -0.539308, 0.143042}, 
{-0.000000, -0.136213, -0.436402, 0.986971, -0.550570, 0.136213}, 
{-0.000000, -0.127350, -0.424966, 0.989047, -0.564081, 0.127350}, 
{-0.000000, -0.115975, -0.410346, 0.990586, -0.580241, 0.115975}, 
{-0.000000, -0.101477, -0.391338, 0.990737, -0.599399, 0.101477}, 
{-0.000000, -0.083071, -0.366277, 0.988031, -0.621754, 0.083071}, 
{-0.000000, -0.059767, -0.332820, 0.979968, -0.647148, 0.059767}, 
{-0.000000, -0.030323, -0.287617, 0.962301, -0.674684, 0.030323}, 
{0.000000, 0.003295, -0.237479, 0.940979, -0.703500, -0.003295}, 
{0.000000, 0.003277, -0.255299, 0.970121, -0.714822, -0.003277}, 
{0.000000, 0.003246, -0.282955, 1.014245, -0.731290, -0.003246}, 
{0.000000, 0.003199, -0.318129, 1.068513, -0.750384, -0.003199}, 
{0.000000, 0.003136, -0.358765, 1.128563, -0.769798, -0.003136}, 
{0.000000, 0.003055, -0.403132, 1.190678, -0.787545, -0.003055}, 
{0.000000, 0.002956, -0.449779, 1.251741, -0.801962, -0.002956}, 
{0.000000, 0.002836, -0.497439, 1.309108, -0.811669, -0.002836}, 
{0.000000, 0.002694, -0.544933, 1.360469, -0.815536, -0.002694}, 
{0.000000, 0.002531, -0.591066, 1.403729, -0.812663, -0.002531}, 
{0.000000, 0.002348, -0.634548, 1.436915, -0.802367, -0.002348}, 
{0.000000, 0.002145, -0.673924, 1.458098, -0.784174, -0.002145}, 
{0.000000, 0.001925, -0.707526, 1.465317, -0.757790, -0.001925}, 
{0.000000, 0.001695, -0.733853, 1.457308, -0.723454, -0.001695}, 
{0.000000, 0.001462, -0.752676, 1.435498, -0.682823, -0.001462}, 
{0.000000, 0.001232, -0.764168, 1.401841, -0.637672, -0.001232}, 
{0.000000, 0.001013, -0.768686, 1.358265, -0.589578, -0.001013}, 
{0.000000, 0.000809, -0.766799, 1.306751, -0.539952, -0.000809}, 
{0.000000, 0.000624, -0.759302, 1.249408, -0.490106, -0.000624}, 
{0.000000, 0.000461, -0.747230, 1.188569, -0.441339, -0.000461}, 
{0.000000, 0.000320, -0.731875, 1.126911, -0.395036, -0.000320}, 
{0.000000, 0.000204, -0.714815, 1.067588, -0.352773, -0.000204}, 
{0.000000, 0.000113, -0.697941, 1.014352, -0.316411, -0.000113}, 
{0.000000, 0.000048, -0.683446, 0.971587, -0.288140, -0.000048}, 
{0.000000, 0.000010, -0.673706, 0.944115, -0.270408, -0.000010}, 
{-0.000000, -0.035718, -0.642333, 0.966948, -0.324615, 0.035718}, 
{-0.000000, -0.064041, -0.614613, 0.982323, -0.367709, 0.064041}, 
{-0.000000, -0.086449, -0.589559, 0.989077, -0.399518, 0.086449}, 
{-0.000000, -0.104141, -0.567763, 0.991055, -0.423292, 0.104141}, 
{-0.000000, -0.118070, -0.549224, 0.990521, -0.441297, 0.118070}, 
{-0.000000, -0.128987, -0.533659, 0.988800, -0.455141, 0.128987}, 
{-0.000000, -0.137481, -0.520680, 0.986661, -0.465981, 0.137481}, 
{-0.000000, -0.144010, -0.509871, 0.984535, -0.474664, 0.144010}, 
{-0.000000, -0.148922, -0.500831, 0.982656, -0.481825, 0.148922}, 
{-0.000000, -0.152481, -0.493191, 0.981144, -0.487954, 0.152481}, 
{-0.000000, -0.154875, -0.486612, 0.980055, -0.493443, 0.154875}, 
{-0.000000, -0.156233, -0.480788, 0.979411, -0.498623, 0.156233}, 
{-0.000000, -0.156626, -0.475433, 0.979220, -0.503787, 0.156626}, 
{-0.000000, -0.156075, -0.470271, 0.979484, -0.509213, 0.156075}, 
{-0.000000, -0.154551, -0.465022, 0.980199, -0.515177, 0.154551}, 
{-0.000000, -0.151973, -0.459387, 0.981355, -0.521968, 0.151973}, 
{-0.000000, -0.148204, -0.453027, 0.982925, -0.529898, 0.148204}, 
{-0.000000, -0.143042, -0.445535, 0.984843, -0.539308, 0.143042}, 
{-0.000000, -0.136213, -0.436402, 0.986971, -0.550570, 0.136213}, 
{-0.000000, -0.127350, -0.424966, 0.989047, -0.564081, 0.127350}, 
{-0.000000, -0.115975, -0.410346, 0.990586, -0.580241, 0.115975}, 
{-0.000000, -0.101477, -0.391338, 0.990737, -0.599399, 0.101477}} 
